ID,OE,Prisotnost
,ODT KP,215
,ODT KP,0
,ODT KP,217
,ODT KP,211
,ODT KP,129
,ODT KP,216
,ODT KP,220
,ODT KP,201
,ODT KP,217
,ODT KP,210
,ODT KP,214
,ODT KP,208
,ODT KP,209
