Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
10133866;2013-4;7;16;m;KZ-1;220010;NULL;0;NULL;D0003
10134082;2012-11;1;15;m;KZ-1;204021;NULL;0;1.78;D0003
10134325;2012-9;1;16;m;KZ-1;122021;NULL;0;450.00;D1469
10134326;2012-9;1;15;m;KZ-1;122021;NULL;0;144.98;D1469
10134327;2012-9;1;17;m;KZ-1;122021;NULL;0;0.00;D1469
10134348;2012-10;1;16;m;KZ-1;204021;NULL;0;11.23;D0003
10134489;2012-4;1;15;m;KZ-1;186010;NULL;0;NULL;D1469
10134536;2012-5;1;17;m;KZ-1;211051;NULL;0;0.00;D0003
10134879;2011-3;1;16;m;KZ-1;220010;NULL;0;0.00;D0003
10134880;2011-3;1;17;m;KZ-1;220010;NULL;0;0.00;D0003
10134881;2011-3;1;17;m;KZ-1;220010;NULL;0;58.00;D0003
10134911;2011-4;1;17;m;KZ-1;205011;NULL;0;54.90;D0003
10134912;2011-4;1;17;m;KZ-1;205011;NULL;0;1000.00;D0003
10134913;2011-4;1;16;m;KZ-1;205011;NULL;0;2.19;D0003
10135076;2010-7;1;17;;KZ-1;204021;NULL;0;0.00;D0003
10135077;2010-7;1;16;;KZ-1;204021;NULL;0;0.00;D0003
10135302;2010-1;1;14;m;KZ-1;205011;NULL;0;NULL;D0003
10135303;2010-1;1;14;m;KZ-1;205011;NULL;0;NULL;D0003
10135304;2010-1;1;14;m;KZ-1;205011;NULL;0;NULL;D0003
10135375;2010-2;1;17;m;KZ-1;205013;NULL;0;NULL;D0003
10135376;2010-2;1;17;m;KZ-1;204010;NULL;0;NULL;D0003
10135377;2010-2;1;16;m;KZ-1;205013;NULL;0;NULL;D0003
10135378;2010-2;1;14;m;KZ-1;205013;NULL;0;0.00;D0003
10135379;2010-2;1;15;m;KZ-1;205013;NULL;0;0.00;D0003
10135512;2009-11;2;15;m;KZ-1;204010;NULL;0;0.00;D0003
10135513;2009-11;2;15;m;KZ-1;205012;NULL;0;NULL;D0003
10135514;2009-11;2;16;m;KZ-1;204010;NULL;0;NULL;D0003
10135515;2009-11;2;16;m;KZ-1;205012;NULL;0;NULL;D0003
10135535;2009-12;2;16;m;KZ-1;205011;NULL;0;1000.00;D0003
10135552;2009-12;1;15;m;KZ-1;205011;NULL;0;20.96;D0003
10135553;2009-12;1;15;m;KZ-1;220010;NULL;0;1.68;D0003
10135554;2009-12;1;16;m;KZ-1;205011;NULL;0;8.66;D0003
10135950;2009-2;7;15;ž;KZ-1;204021;NULL;0;700.00;D0003
10135951;2009-2;7;16;ž;KZ-1;122010;NULL;0;0.00;D0003
10136529;2007-5;1;16;m;KZ;213010;NULL;0;18.34;D0003
10136744;2007-3;1;17;m;KZ;215010;NULL;0;NULL;D0003
10137383;2005-6;1;17;m;KZ;133021;NULL;0;0.00;D0003
10137969;2004-4;1;17;m;KZ;214010;NULL;0;0.00;D0003
10137970;2004-4;1;17;m;KZ;214010;NULL;0;0.00;D0003
10137971;2004-4;1;17;m;KZ;213031;NULL;0;NULL;D0003
10138121;2004-1;2;14;m;KZ;197021;NULL;0;2086.46;D1469
10198704;2013-4;1;NULL;ž;KZ-1;228010;NULL;0;0.00;D0003
10198884;2013-4;1;50;m;KZ-1;235020;NULL;0;1800.00;D0003
10198914;2013-4;1;NULL;;KZ-1;196021;NULL;0;0.00;D0981
10198915;2013-4;1;27;ž;KZ-1;196021;NULL;0;8738.89;D0981
10198930;2013-4;1;27;m;KZ-1;220010;NULL;0;NULL;D0003
10198936;2013-4;1;45;m;KZ-1;191010;NULL;0;0.00;D0003
10198937;2013-4;1;45;m;KZ-1;122010;NULL;0;10.01;D0003
10198970;2013-4;1;22;m;KZ-1;211010;NULL;0;29.28;D0981
10198977;2013-4;1;30;m;KZ-1;205011;NULL;0;200.00;D0003
10198998;2013-4;1;18;m;KZ-1;122010;NULL;0;20.00;D0003
10198999;2013-4;1;18;m;KZ-1;122010;NULL;0;46.10;D0003
10199012;2013-4;0;30;m;KZ-1;251010;NULL;0;0.00;D0003
10199015;2013-4;1;44;m;KZ-1;208010;NULL;0;0.00;D1469
10199016;2013-4;7;48;m;KZ-1;211051;NULL;0;3.11;D0003
10199021;2013-4;1;61;m;KZ-1;205011;NULL;0;0.00;D0003
10199068;2013-4;1;50;m;KZ-1;211031;NULL;0;0.00;D1465
10199098;2013-4;1;30;m;KZ-1;122010;NULL;0;0.00;D0003
10199099;2013-4;1;31;m;KZ-1;122010;NULL;0;0.00;D0003
10199103;2013-4;1;29;m;KZ-1;126000;NULL;0;NULL;D0003
