ID,OE,Prisotnost
20573,ODT MB,201.88
20779,ODT MB,176
20943,ODT MB,149.25
20583,ODT MB,195
21093,ODT MB,211
21215,ODT MB,191
21329,ODT MB,173
21045,ODT MB,205
20077,ODT MB,107
21317,ODT MB,215
20023,ODT MB,163.63
21201,ODT MB,110
20497,ODT MB,200
21071,ODT MB,0
21159,ODT MB,209
20953,ODT MB,137
20285,ODT MB,107
20461,ODT MB,214
83581631,ODT MB,213
20809,ODT MB,203
21073,ODT MB,198
20965,ODT MB,0
20467,ODT MB,196
20307,ODT MB,76
84928095,ODT MB,99
84928021,ODT MB,92.5
