Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
75080;2009-10;1;23;m;KZ-1;205013;NULL;0;730.41;D0003
75159;2009-10;1;64;m;KZ-1;122010;NULL;0;NULL;D0003
75175;2009-10;1;27;m;KZ-1;251010;NULL;0;NULL;D5245
75443;2009-10;1;38;m;KZ;234110;NULL;0;0.00;D0003
75449;2009-9;0;28;m;KZ;254031;NULL;0;0.00;D0003
75575;2009-10;2;61;m;KZ-1;135010;NULL;0;0.00;D1469
75576;2009-10;2;61;m;KZ-1;135010;NULL;0;40.00;D1469
75668;2009-9;1;31;m;KZ-1;240010;NULL;0;0.00;D0003
75669;2009-9;1;31;m;KZ-1;251010;NULL;0;0.00;D0003
75670;2009-9;1;31;m;KZ-1;253010;NULL;0;0.00;D0003
75671;2009-9;1;31;m;KZ-1;209010;NULL;0;NULL;D0003
75715;2009-9;1;31;m;KZ-1;211010;NULL;0;NULL;D0105
75717;2009-9;1;43;;KZ-1;220010;NULL;0;0.00;D1469
75718;2009-9;1;43;m;KZ-1;220010;NULL;0;NULL;D1469
75720;2009-9;7;24;m;KZ-1;135010;NULL;0;0.00;D0003
75721;2009-9;7;24;m;KZ-1;220010;NULL;0;NULL;D0003
75722;2009-9;7;25;m;KZ-1;135010;NULL;0;NULL;D5245
75723;2009-9;7;25;m;KZ-1;220010;NULL;0;NULL;D5245
76046;2009-9;1;18;m;KZ-1;204010;NULL;0;0.00;D0003
76047;2009-9;1;18;m;KZ-1;208050;NULL;0;0.00;D0003
76081;2009-9;1;36;m;KZ-1;191010;NULL;0;30.00;D0003
76082;2009-9;1;36;m;KZ-1;122010;NULL;0;30.00;D0003
76083;2009-9;1;36;m;KZ-1;191010;NULL;0;0.00;D0003
76084;2009-9;1;36;m;KZ-1;191010;NULL;0;0.00;D0003
76085;2009-9;1;36;m;KZ-1;191010;NULL;0;0.00;D0003
76108;2009-9;1;18;m;KZ-1;186010;NULL;0;NULL;D0003
76224;2009-9;1;38;m;KZ;234110;NULL;0;NULL;D0003
76342;2009-9;2;25;m;KZ-1;123010;NULL;0;0.00;D0003
76343;2009-9;2;24;m;KZ-1;123010;NULL;0;0.00;D0003
76382;2009-8;2;30;m;KZ-1;307040;NULL;0;13909.49;D0003
76383;2009-8;2;30;m;KZ-1;307031;NULL;0;NULL;D0003
76384;2009-8;2;30;m;KZ-1;135010;NULL;0;NULL;D0003
76385;2009-8;2;30;m;KZ-1;296010;NULL;0;NULL;D0003
76490;2009-9;2;55;m;KZ;299010;NULL;0;0.00;D1469
76491;2009-9;2;55;m;KZ;299010;NULL;0;176.35;D1469
76492;2009-9;2;56;m;KZ-1;296010;NULL;0;6000.00;D1469
76493;2009-9;2;56;m;KZ-1;141010;NULL;0;0.00;D1469
76494;2009-9;2;56;m;KZ-1;296010;NULL;0;0.00;D1469
76495;2009-9;2;56;m;KZ-1;141010;NULL;0;0.00;D1469
76496;2009-9;2;56;m;KZ-1;141010;NULL;0;0.00;D1469
76497;2009-9;2;56;m;KZ-1;141010;NULL;0;0.00;D1469
76498;2009-9;2;56;m;KZ-1;296010;NULL;0;0.00;D1469
76499;2009-9;2;56;m;KZ-1;141010;NULL;0;0.00;D1469
76500;2009-9;2;56;m;KZ-1;135010;NULL;0;0.00;D1469
76501;2009-9;2;56;m;KZ-1;135010;NULL;0;0.00;D1469
76543;2009-8;1;18;m;KZ-1;213031;NULL;0;88.76;D0003
76544;2009-8;1;18;m;KZ-1;122010;NULL;0;NULL;D0003
76546;2009-8;1;33;m;KZ-1;205011;NULL;0;NULL;D0003
76547;2009-8;1;24;m;KZ-1;205011;NULL;0;NULL;D0003
76548;2009-8;1;19;;KZ-1;205011;NULL;0;NULL;D0003
76580;2009-8;1;36;m;KZ;217021;NULL;0;400.00;D0003
76581;2009-8;1;NULL;;KZ;217021;NULL;0;NULL;D0003
76582;2009-8;1;43;m;KZ;217021;NULL;0;NULL;D0003
76583;2009-8;1;41;m;KZ;217021;NULL;0;826.97;D0003
76592;2009-8;2;33;m;KZ;256010;NULL;0;200.00;D0003
76643;2009-9;1;31;m;KZ-1;296010;NULL;0;0.00;D0003
76649;2009-8;2;39;m;KZ-1;211010;NULL;0;0.00;D1225
76652;2009-8;2;40;m;KZ-1;228010;NULL;0;NULL;D1225
76655;2009-8;2;41;m;KZ-1;228010;NULL;0;0.00;D1225
76656;2009-8;2;38;m;KZ-1;228010;NULL;0;0.00;D1225
76657;2009-8;2;NULL;;KZ-1;228010;NULL;0;0.00;D1469
76658;2009-8;2;NULL;;KZ-1;228010;NULL;0;0.00;D1469
76659;2009-8;2;NULL;;KZ-1;228010;NULL;0;0.00;D1469
76724;2009-8;1;54;m;KZ-1;135010;NULL;0;0.00;D0003
76725;2009-8;1;54;m;KZ-1;300010;NULL;0;NULL;D0003
76868;2009-8;2;19;m;KZ-1;300010;NULL;0;NULL;D0981
76869;2009-8;2;21;m;KZ-1;300031;NULL;0;NULL;D0981
40632392;2015-1;1;32;m;KZ-1B;205011;6;0;0.00;D0981
40632449;2015-1;1;49;m;KZ-1;173030;6;0;0.00;D0981
40632789;2015-1;1;NULL;ž;KZ-1;257010;6;0;0.00;D0003
40632790;2015-1;1;NULL;m;KZ-1;257010;NULL;0;NULL;D0003
40632791;2015-1;1;NULL;ž;KZ-1;257010;6;0;300.00;D0003
40633400;0000-00;NULL;NULL;;KZ-1;228010;NULL;0;NULL;D1465
40633675;2015-1;1;37;m;KZ-1;191010;6;0;0.00;D0003
40633864;2015-1;1;28;m;KZ-1;191010;6;0;0.00;D5244
40633867;2015-1;1;33;m;KZ-1;296021;NULL;0;NULL;D0003
40633868;2015-1;1;29;m;KZ-1;296021;NULL;0;NULL;D0003
40633905;2015-1;1;32;m;KZ-1B;186010;6;0;0.00;D1469
40634516;2015-1;1;52;ž;KZ-1;209010;6;0;0.00;D0003
40641054;2014-11;1;32;m;KZ-1;204021;6;0;0.00;D0003
40641055;2014-12;2;32;m;KZ-1;204021;6;0;0.00;D0003
40641057;2014-12;1;33;m;KZ-1;204021;NULL;0;NULL;D0003
40641455;2015-2;1;55;m;KZ-1B;170010;6;0;0.00;D0003
40641456;2015-2;1;55;m;KZ-1B;171010;6;0;0.00;D0003
40641582;2015-2;1;22;m;KZ-1;204021;6;0;19478.59;D1469
40641669;2015-2;1;38;m;KZ-1;227010;6;0;0.00;D0966
40641670;2015-2;1;42;m;KZ-1;227010;6;0;0.00;D0966
40641671;2015-2;1;NULL;m;KZ-1;227010;6;0;0.00;D0966
40641672;2015-2;1;NULL;;KZ-1;227010;6;0;0.00;D0966
40641673;2015-2;1;38;m;KZ-1;228010;6;0;6619.72;D0966
40641674;2015-2;1;42;m;KZ-1;228010;6;0;0.00;D0966
40641675;2015-2;1;NULL;m;KZ-1;228010;6;0;0.00;D0966
40641676;2015-2;1;NULL;;KZ-1;228010;6;0;0.00;D0966
40641760;2014-2;2;NULL;;KZ-1;249010;6;0;100.00;D0092
40641764;2015-2;1;29;ž;KZ-1;204021;6;0;529.25;D0003
40641778;2015-2;2;54;m;KZ-1;236032;6;0;550.00;D1469
40641779;2015-2;2;33;m;KZ-1;236032;6;0;0.00;D1469
40641780;2015-2;2;32;m;KZ-1;236032;6;0;100.00;D1469
40641781;2015-2;2;37;m;KZ-1;236032;6;0;130.00;D1469
40642037;0000-00;NULL;35;m;KZ-1;235020;6;0;0.00;D0003
40642043;0000-00;NULL;37;m;KZ-1;228010;6;0;0.00;D0003
40642047;0000-00;NULL;32;;KZ-1;228010;NULL;0;NULL;D0003
40642113;2014-10;1;37;ž;KZ-1B;226032;6;0;0.00;D1465
40642328;2015-2;1;40;m;KZ-1;211010;6;0;0.00;D0105
40642329;2015-2;1;44;ž;KZ-1;211010;6;0;17.99;D0105
40642342;2014-3;1;NULL;;KZ-1;196021;6;0;0.00;D0003
40642430;2013-8;1;17;m;KZ-1;122010;6;0;0.00;D0981
40642446;2014-11;1;17;m;KZ-1;122021;6;0;0.00;D0003
40642448;2014-11;7;17;m;KZ-1;205011;6;0;1700.00;D0003
40642452;2013-8;1;17;m;KZ-1;135020;6;0;0.99;D0981
40642588;2014-12;1;54;m;KZ-1;217010;6;0;0.00;D0003
40642590;2014-12;1;54;m;KZ-1;217010;6;0;0.00;D0003
40642600;0000-00;NULL;34;m;KZ;256010;6;0;150.00;D1465
40642615;2015-2;1;32;m;KZ-1;211051;6;0;49.90;D5092
40642622;2015-2;1;NULL;m;KZ-1;251010;6;0;0.00;D0003
40642623;2015-2;1;NULL;m;KZ-1;251010;6;0;0.00;D0003
40642894;2015-2;2;42;;KZ-1;235020;6;0;0.00;D0003
40642895;2015-2;2;NULL;;KZ-1;235020;6;0;0.00;D0003
40642978;2015-2;1;20;m;KZ-1;211051;6;0;0.00;D0003
40642981;2015-2;1;24;m;KZ-1B;208010;6;0;0.00;D0003
40642982;2015-2;1;25;m;KZ-1B;208010;6;0;0.00;D0003
