ID,OE,Prisotnost
,ODT MB,207
,ODT MB,0
,ODT MB,213
,ODT MB,72
,ODT MB,209
,ODT MB,217
,ODT MB,216
,ODT MB,50
,ODT MB,220
,ODT MB,40
,ODT MB,223
,ODT MB,203
,ODT MB,35
,ODT MB,0
,ODT MB,223
,ODT MB,192
,ODT MB,214
,ODT MB,4
,ODT MB,184
,ODT MB,71
,ODT MB,0
,ODT MB,198
,ODT MB,225
,ODT MB,235
,ODT MB,77
,ODT MB,207
,ODT MB,226
