ID številka poroèanega procesnega dejanja;Število dni od ovadbe do procesnega dejanja;Enolièna ID številka državnega tožilca;Enolièna ID številka kaznivega dejanja;Procesno dejanje;Podvojeni vnosi z ID poroèanega procesnega dejanja prve pojavitve
-----------------------------------------;-------------------------------------------;--------------------------------------;--------------------------------------;----------------;-----------------------------------------------------------------
16401603;691;20459;40926858;D1166;1
16531576;615;20279;40968176;D1166;1
15928727;76;21029;41070941;D1166;1
16142154;116;20459;41083546;D1166;1
16084689;63;20509;41092348;D1166;1
15991303;130;20459;41059498;D1166;1
16764766;203;20459;41124879;D1166;1
16662691;69;20283;41159677;D1166;1
15883160;135;20459;41095827;D1166;1
16955040;186;20283;41147813;D1166;1
16177467;70;20509;41100091;D1166;1
15967432;120;20393;41061245;D1166;1
16522298;426;20695;41022260;D1166;1
15983899;66;21167;41083227;D1166;1
16076860;187;21167;41052592;D1166;1
16633058;134;21107;41133194;D1166;1
15979409;163;21029;41050295;D1166;1
15921688;127;20393;41053142;D1166;1
15936246;479;20459;40942705;D1166;1
16580646;232;20459;41096007;D1166;1
16406998;98;21167;41120145;D1166;1
16736558;322;20459;41084725;D1166;1
16151882;173;83571153;41063243;D1166;1
16802715;175;20283;41140046;D1166;1
16169783;287;20509;41031133;D1166;1
15991460;27;20459;41098335;D1166;1
15980658;25;20459;41095728;D1166;1
16783593;299;20655;41093567;D1166;1
16957541;149;20283;41155975;D1166;1
16845549;140;20695;41155500;D1166;1
16558467;47;20459;41155906;D1166;1
16848849;118;21107;41163347;D1166;1
16441277;518;20655;40984066;D1166;1
16086501;146;20695;41064736;D1166;1
16355691;83;20509;41118097;D1166;1
16399784;187;20283;41088800;D1166;1
16216746;41;20509;41117754;D1166;1
16388099;99;20909;41118173;D1166;1
16802247;6;20989;41181503;D1166;1
16794574;114;20283;41186542;D1166;1
16802162;174;20525;41139663;D1166;1
16684180;194;20525;41119452;D1166;1
16610968;108;20393;41176536;D1166;1
16726569;128;20459;41146633;D1166;1
16271385;450;20695;40988530;D1166;1
16699395;178;20283;41127271;D1166;1
16064232;121;20695;41071500;D1166;1
16561685;49;20459;41154847;D1166;1
16235446;84;20283;41106035;D1166;1
16075351;307;20695;41012402;D1166;1
16126675;106;83570439;41084636;D1166;1
16092500;124;20717;41119026;D1166;1
16177051;148;20459;41074319;D1166;1
16794625;114;20283;41186543;D1166;1
16021678;132;20459;41066549;D1166;1
16081521;121;20695;41117655;D1166;1
16955040;186;20283;41147816;D1166;1
16835377;43;20509;41189535;D1166;1
15956628;269;20989;41013817;D1166;1
16076256;41;20577;41101878;D1166;1
16117380;174;20525;41059714;D1166;1
16399227;84;83571203;41125479;D1166;1
16955040;186;20283;41147815;D1166;1
16781343;90;20459;41164956;D1166;1
16235466;28;20283;41124399;D1166;1
16046098;157;20459;41048813;D1166;1
