Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
;2011-6;7;20;m;KZ-1;101000;NULL;0;NULL;D0073
;2011-6;7;20;m;KZ-1;102001;NULL;0;NULL;D0073
;2013-8;1;57;m;KZ-1;251010;NULL;0;NULL;D0073
;2013-8;1;57;m;KZ-1;211010;NULL;0;NULL;D0073
;2013-6;0;64;m;KZ-1;211010;6;0;.00;D0073
;2013-6;0;64;m;KZ-1;228010;NULL;0;.00;D0073
;2013-9;1;NULL;;KZ-1;228010;6;0;.00;D0073
;2013-9;1;48;m;KZ-1;227010;NULL;0;NULL;D0073
;2014-2;1;25;ž;KZ-1;228021;NULL;0;.00;D0073
;2014-2;1;NULL;;KZ-1;228010;NULL;0;.00;D0073
;2014-2;1;25;ž;KZ-1;228010;NULL;0;.00;D0073
;2014-10;0;35;m;KZ-1;211010;6;0;.00;D0073
;2014-11;1;NULL;;KZ-1;228010;6;0;.00;D0073
;2014-12;1;43;ž;KZ-1;228010;6;0;.00;D0073
;2014-12;1;39;m;KZ-1;194010;6;0;50.00;D0073
;2013-11;1;NULL;m;KZ-1;196010;6;0;.00;D0073
;2014-3;1;NULL;;KZ-1;196010;6;0;.00;D0073
;2015-1;1;23;m;KZ-1;211031;6;0;79.63;D0073
;2015-1;1;29;m;KZ-1;211031;6;0;.00;D0073
;2015-1;1;23;m;KZ-1;211031;6;0;400.00;D0073
;2015-1;1;57;;KZ-1;257053;6;0;.00;D0073
;2015-9;1;38;ž;KZ-1;190010;6;0;.00;D0073
;2015-7;1;38;m;KZ-1;196021;6;0;500.00;D0073
;2015-9;0;54;m;KZ-1;192010;6;0;3900.57;D0073
;2015-9;1;44;m;KZ-1B;228010;NULL;0;NULL;D0073
;2015-10;1;43;m;KZ-1;194021;NULL;0;NULL;D0073
;2015-10;9;48;m;KZ-1;194010;6;0;okt.40;D0073
;2015-11;1;30;m;KZ-1;190010;6;0;.00;D0073
;2015-11;1;55;m;KZ-1;190010;6;0;.00;D0073
;2015-11;1;55;ž;KZ-1;190010;6;0;300.00;D0073
;2015-11;2;45;m;KZ-1;201043;6;0;.00;D0073
;2015-11;1;44;m;KZ-1;251010;6;0;.00;D0073
;2015-9;1;32;m;KZ-1;211010;6;0;104.23;D0073
;2015-9;1;NULL;;KZ-1;211010;6;0;.00;D0073
;2015-9;1;32;m;KZ-1;211010;6;0;.00;D0073
;2015-9;1;NULL;;KZ-1;211010;NULL;0;NULL;D0073
;2015-9;1;32;m;KZ-1;211010;6;0;.00;D0073
;2015-9;1;NULL;;KZ-1;211010;6;0;200.00;D0073
;2015-11;1;51;m;KZ-1;191010;6;0;.00;D0073
;2015-12;0;NULL;;KZ-1;235010;6;0;.00;D0073
;2015-12;0;NULL;m;KZ-1;235010;6;0;.00;D0073
;2015-12;0;NULL;;KZ-1;235010;6;0;.00;D0073
;2015-12;0;NULL;;KZ-1;235010;6;0;.00;D0073
;2015-12;0;NULL;;KZ-1;229021;6;0;.00;D0073
;2015-12;0;NULL;m;KZ-1;229021;6;0;11932.50;D0073
;2015-12;0;NULL;;KZ-1;229021;6;0;.00;D0073
;2015-12;0;NULL;;KZ-1;229021;6;0;10000.00;D0073
;2015-12;1;23;m;KZ-1;299040;6;0;.00;D0073
;2015-12;1;48;ž;KZ-1;228010;NULL;0;NULL;D0073
;2015-12;1;39;ž;KZ-1;228010;NULL;0;NULL;D0073
;2015-12;1;30;m;KZ-1;211010;6;0;40.00;D0073
;2015-12;3;NULL;;KZ-1;196021;6;0;.00;D0073
;2015-12;1;47;m;KZ-1;211010;6;0;.00;D0073
;2016-1;1;47;m;KZ-1;307031;6;0;100.00;D0073
;2015-12;1;34;ž;KZ-1;228010;6;0;.00;D0073
;2016-1;1;21;m;KZ-1;186010;6;0;.00;D0073
;2016-2;0;49;m;KZ-1;284020;6;0;320.00;D0073
;2016-2;1;23;m;KZ-1;204021;6;0;360.00;D0073
;2016-2;7;28;m;KZ-1;211010;6;0;.00;D0073
;2016-2;1;40;ž;KZ-1B;240010;6;0;.00;D0073
;2016-10;1;15;m;KZ-1;205011;6;0;.00;D0073
;2016-10;1;35;m;KZ-1;208010;NULL;0;NULL;D0073
;2016-10;1;35;m;KZ-1;211051;NULL;0;NULL;D0073
;2016-10;1;36;m;KZ-1B;135010;NULL;0;NULL;D0073
;2016-10;1;50;m;KZ-1;253010;6;0;7872927.00;D0073
;2016-10;1;54;m;KZ-1B;135021;NULL;0;NULL;D0073
;2016-10;1;32;ž;KZ-1;190010;6;0;900.00;D0073
;2016-10;2;18;ž;KZ-1;186010;6;0;.00;D0073
;2016-10;1;41;ž;KZ-1;209041;6;0;.00;D0073
;2016-8;0;56;m;KZ-1;215032;6;0;.00;D0073
;2016-10;7;43;ž;KZ-1;204021;6;0;.00;D0073
;2016-10;1;36;m;KZ-1;242020;6;0;.00;D0073
;2016-10;1;32;m;KZ-1;242020;6;0;.00;D0073
;2016-10;1;NULL;;KZ-1;196010;6;0;nov.58;D0073
;2016-10;1;NULL;;KZ-1;196021;6;0;.00;D0073
;2016-10;1;16;ž;KZ-1;191010;6;0;.00;D0073
;2016-10;1;13;ž;KZ-1;191010;6;0;.00;D0073
;2016-10;1;42;ž;KZ-1;192010;6;0;40.60;D0073
;2016-10;1;42;ž;KZ-1;192010;6;0;1603.17;D0073
;2016-7;1;46;m;KZ-1B;135021;6;0;.00;D0073
;2016-7;1;46;m;KZ-1B;135021;6;0;.00;D0073
;2016-11;7;45;m;KZ-1;204010;6;0;100.00;D0073
;2016-11;1;25;m;KZ-1;296021;6;0;.00;D0073
;2016-11;1;54;m;KZ-1B;135010;NULL;0;NULL;D0073
;2016-11;1;87;m;KZ-1;204021;6;0;.00;D0073
;2016-11;1;53;m;KZ-1;204021;6;0;800.00;D0073
;2016-11;1;53;m;KZ-1;204021;6;0;.00;D0073
;2016-11;1;53;m;KZ-1;204021;6;0;.00;D0073
;2016-11;1;33;ž;KZ-1;204021;NULL;0;NULL;D0073
;2016-11;1;54;m;KZ-1;208050;6;0;200.00;D0073
;2016-11;1;26;m;KZ-1;208050;6;0;.00;D0073
;2016-11;1;28;m;KZ-1B;135010;NULL;0;NULL;D0073
;2016-11;1;NULL;;KZ-1;228010;6;0;.00;D0073
;2016-11;1;21;m;KZ-1B;135010;6;0;1586.12;D0073
;2016-11;1;35;m;KZ-1;211051;6;0;50.00;D0073
;2016-11;1;56;m;KZ-1;283040;6;0;.00;D0073
;2016-11;1;52;m;KZ-1;135020;NULL;0;NULL;D0073
;2016-11;1;33;m;KZ-1B;135010;6;0;500.00;D0073
;2016-11;1;63;m;KZ-1B;135010;6;0;.00;D0073
;2016-11;7;54;m;KZ-1;217031;6;0;.00;D0073
;2016-11;1;20;m;KZ-1;217021;6;0;310.00;D0073
;2016-12;1;63;;KZ-1B;135010;6;0;200.00;D0073
;2016-11;1;32;m;KZ-1;228010;6;0;200.00;D0073
;2016-11;1;32;m;KZ-1;228010;6;0;.00;D0073
;2016-11;1;34;m;KZ-1;204021;6;0;.00;D0073
;2016-11;1;20;m;KZ-1;204021;6;0;8119.47;D0073
;2016-12;7;33;ž;KZ-1;211010;6;0;400.00;D0073
