ID,OE,Prisotnost
,ODT CE,203
,ODT CE,214
,ODT CE,191
,ODT CE,204
,ODT CE,212
,ODT CE,201
,ODT CE,200
,ODT CE,208
,ODT CE,216
,ODT CE,211
,ODT CE,215
,ODT CE,173
,ODT CE,212
,ODT CE,99.75
,ODT CE,216
,ODT CE,218
,ODT CE,209
,ODT CE,226
,ODT CE,218
,ODT CE,182
,ODT CE,203.5
,ODT CE,208
,ODT CE,179
,ODT CE,145
