Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
;2016-9;0;27;;KZ-1;245031;6;0;.00;D1552
;2017-1;2;50;;KZ-1;243010;6;0;.00;D1552
;2017-1;2;63;m;KZ-1;243010;NULL;0;NULL;D1552
;2017-1;2;63;m;KZ-1;243010;6;0;500.00;D1552
;2017-1;2;50;;KZ-1;243010;6;0;500.00;D1552
;2017-1;0;44;;KZ-1;245031;6;0;.00;D1552
;2017-2;0;41;m;KZ-1;261010;NULL;0;NULL;D1552
;0000-00;NULL;22;m;KZ-1;186010;NULL;0;NULL;D1552
;0000-00;NULL;22;m;KZ-1;186010;6;0;.00;D1552
;2017-6;2;27;m;KZ-1B;245010;6;0;154.87;D1552
;2017-6;2;36;m;KZ-1B;245010;NULL;0;NULL;D1552
;2016-9;1;NULL;;KZ-1;234010;6;0;NULL;D0073
;2016-9;1;NULL;;KZ-1;234010;6;0;2000.00;D0073
;2016-9;1;NULL;;KZ-1;234010;6;0;NULL;D0073
;2016-9;1;NULL;;KZ-1;234010;6;0;NULL;D0073
;2016-9;1;NULL;;KZ-1;234010;6;0;1000.00;D0073
;2016-9;1;NULL;;KZ-1;234010;NULL;0;NULL;D0073
;2016-9;1;NULL;;KZ-1;234010;6;0;NULL;D0073
;2017-4;0;70;;KZ-1;216020;6;0;.00;D0073
;2017-4;0;56;m;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;60;m;KZ-1;216020;6;0;350.00;D0073
;2017-4;0;55;m;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;48;;KZ-1;216020;NULL;0;NULL;D0073
;2017-4;0;41;m;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;44;m;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;49;;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;40;m;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;37;ž;KZ-1;216020;6;0;NULL;D0073
;2017-4;0;NULL;;KZ-1;216020;6;0;NULL;D0073
;2017-5;0;34;ž;KZ-1;242020;6;0;NULL;D0073
;2017-5;0;NULL;;KZ-1;242020;6;0;NULL;D0073
;0000-00;NULL;43;m;KZ-1;240021;6;0;NULL;D0073
