ID,OE,Prisotnost
,ODT KR,205
,ODT KR,206
,ODT KR,210
,ODT KR,211
,ODT KR,217
,ODT KR,210
,ODT KR,28
,ODT KR,215
,ODT KR,208
,ODT KR,199
,ODT KR,212
