ID,OE,Prisotnost
20319,ODT MS,204
20679,ODT MS,211
20201,ODT MS,216
20759,ODT MS,216
20227,ODT MS,98
20305,ODT MS,168
20479,ODT MS,212
21007,ODT MS,10
20107,ODT MS,107
83569975,ODT MS,28
