Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
30169701;2007-12;1;56;m;KZ;224010;NULL;0;NULL;D0021
30169702;2007-12;2;21;m;KZ;325010;NULL;0;885.00;D0021
30169703;2007-12;7;35;m;KZ;211021;NULL;0;200.00;D0021
30169704;2007-12;7;31;m;KZ;211021;NULL;0;200.00;D0021
30169705;2008-1;1;18;m;KZ;211010;NULL;0;0.00;D0021
30169706;2008-1;1;24;m;KZ;221010;NULL;0;10000.00;D0021
30169707;2008-1;1;25;m;KZ;221010;NULL;0;0.00;D0021
30169708;2008-1;1;59;m;KZ;145010;NULL;0;250.38;D0021
30169709;2008-1;1;32;m;KZ;211010;NULL;0;2209.10;D0021
30169710;2008-1;7;22;m;KZ;234131;NULL;0;50.00;D0021
30169711;2008-1;1;23;m;KZ;215010;NULL;0;0.00;D0021
30169712;2008-1;2;39;m;KZ;221010;NULL;0;NULL;D0021
30169713;2008-1;7;29;m;KZ;211021;NULL;0;1500.00;D0021
30169714;2008-1;1;38;;KZ;215050;NULL;0;0.00;D0021
30169715;2008-1;1;38;;KZ;217010;NULL;0;0.00;D0021
30169716;2008-1;1;38;;KZ;211010;NULL;0;NULL;D0021
30169717;2008-1;1;21;m;KZ;145010;NULL;0;NULL;D0021
30169718;2008-1;1;21;m;KZ;145010;NULL;0;NULL;D0021
30169719;2008-1;1;47;m;KZ;217010;NULL;0;0.00;D0021
30169720;2008-1;1;60;m;KZ;224010;NULL;0;0.00;D0021
30169721;2008-1;1;28;m;KZ;203010;NULL;0;426.00;D0021
30169722;2008-1;2;50;m;KZ;134031;NULL;0;0.00;D0021
30169723;2008-1;1;35;;KZ;245010;NULL;0;0.00;D0021
30169724;2008-1;1;47;m;KZ;217010;NULL;0;0.00;D0021
30169725;2008-1;1;47;m;KZ;145010;NULL;0;200.00;D0021
30169726;2008-1;7;30;m;KZ;211021;NULL;0;2468.00;D0021
30169727;2008-1;1;31;m;KZ;224010;NULL;0;2468.00;D0021
30169728;2008-1;1;31;m;KZ;224010;NULL;0;1961.00;D0021
30169729;2008-1;2;33;;KZ;288010;NULL;0;0.00;D0021
30169730;2008-1;1;34;m;KZ;145010;NULL;0;0.00;D0021
30169731;2008-1;7;29;m;KZ;133010;NULL;0;80000.00;D0021
30169732;2008-1;1;58;m;KZ;133021;NULL;0;0.00;D0021
30169733;2008-1;2;40;m;KZ;325010;NULL;0;0.00;D0021
30169734;2008-1;1;68;m;KZ;137010;NULL;0;830.42;D0021
30169735;2008-1;2;68;m;KZ;140000;NULL;0;350.00;D0021
30169736;2008-1;1;47;m;KZ;145010;NULL;0;382.72;D0021
30169737;2008-1;1;48;m;KZ;145010;NULL;0;NULL;D0021
30169738;2008-1;1;46;m;KZ;217010;NULL;0;NULL;D0021
30169739;2008-1;1;48;m;KZ;145010;NULL;0;0.00;D0021
