ID številka poroèanega procesnega dejanja;Število dni od ovadbe do procesnega dejanja;Enolièna ID številka državnega tožilca;Enolièna ID številka kaznivega dejanja;Procesno dejanje;Podvojeni vnosi z ID poroèanega procesnega dejanja prve pojavitve
-----------------------------------------;-------------------------------------------;--------------------------------------;--------------------------------------;----------------;-----------------------------------------------------------------
16227260;2886;20307;20327983;D1469;1
16418390;82;20307;41120337;D1166;1
16139597;2119;20589;40432047;D0003;1
16697802;230;21311;41112160;D0073;1
16315485;NULL;21311;40799504;D1463;1
16886995;31;21209;41205279;D0073;1
15909836;27;20307;41092981;D1165;1
15890684;NULL;21209;41095144;D0966;1
16881935;758;20589;40954836;D0003;1
16529285;174;21311;41109066;D0968;1
16346010;924;20307;40852901;D0003;1
16771569;80;21311;41170975;D0968;1
16716012;NULL;83939337;41144749;D0966;1
16205479;231;20589;41054009;D1166;1
16365114;37;20307;41137054;D0003;1
16173291;325;83939337;41127933;D0098;1
15907500;788;20457;40842657;D1469;1
16641709;1370;21311;40739447;D5092;1
16570129;320;21311;41073104;D1472;1
16810505;267;21311;41112151;D0003;1
16423602;531;83939337;40980096;D0098;1
15999883;48;21311;41091954;D0003;1
16432568;600;20457;40959613;D1469;1
16382673;51;83939337;41135438;D3151;1
16178742;237;21311;41049255;D0098;1
16134116;4134;20591;20335203;D0003;1
16827874;379;21209;41072715;D5092;1
16195779;190;21209;41063856;D1460;1
16796933;2330;84983467;40436680;D1460;1
15954292;114;20307;41064770;D0003;1
16821446;288;21311;41105704;D3151;1
16498673;329;20307;41057698;D3151;1
16897094;56;20489;41193107;D1166;1
16077112;NULL;20589;41117265;D1279;1
16213286;498;20589;40966412;D0073;1
16943958;2168;21311;40506849;D0003;1
16947060;NULL;20489;41193764;D0966;1
16215842;256;21209;41045176;D1166;1
16610907;NULL;21311;41176535;D5246;1
16806553;213;20589;41197788;D0073;1
16305602;60;20307;41124195;D5092;1
16752701;633;20589;40984593;D0966;1
16925332;4050;21311;20102483;D0003;1
16216270;607;20307;40932119;D0003;1
15895739;965;20307;40788932;D5092;1
16265856;NULL;20589;41133065;D0003;1
16173341;813;83939337;40858436;D0094;1
16302676;72;20307;41117273;D0098;1
16569480;1477;20589;40699101;D1469;1
16900906;2309;84983467;40567507;D5092;1
16529739;218;21109;41097526;D3151;1
16764508;287;21209;41113736;D1460;1
16540184;889;83939337;40869781;D1164;1
16942499;2217;21311;40491062;D0003;1
16527621;3;20589;41166297;D3151;1
16103719;63;83939337;41113732;D0014;1
16027952;29;20307;41102728;D0966;1
16925430;2464;21311;20141247;D0003;1
16245330;763;20589;40885171;D5092;1
