ID,OE,Prisotnost
21311,ODT PT,110.5
20589,ODT PT,183
20307,ODT PT,90
83939337,ODT PT,205
21109,ODT PT,150.5
20489,ODT PT,99
21209,ODT PT,217
21109,ODT PT,0
83939337,ODT PT,0
20589,ODT PT,0
84983467,ODT PT,49
20099,ODT PT,37
