ID,OE,Prisotnost
21213,ODT KR,209
20417,ODT KR,214
20905,ODT KR,212
20685,ODT KR,214
21013,ODT KR,209
83582005,ODT KR,211
83582015,ODT KR,209
21279,ODT KR,199
20969,ODT KR,169
83253457,ODT KR,214
