ID,OE,Prisotnost
20491,ODT KP,207
20533,ODT KP,0
21275,ODT KP,99
20937,ODT KP,203
20149,ODT KP,202
21115,ODT KP,200
21163,ODT KP,197
20817,ODT KP,175
20019,ODT KP,186
83124691,ODT KP,208
20933,ODT KP,203
21015,ODT KP,199
83124693,ODT KP,205
83231841,ODT KP,12
