Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
30292114;2000-11;1;40;;KZ;217010;NULL;0;1168.42;D0021
30292115;2000-11;2;26;ž;KZ;256030;NULL;0;1168.42;D0021
30292116;2000-11;7;28;m;KZ;325010;NULL;0;1168.42;D0021
30292117;2000-11;1;73;;KZ;211010;NULL;0;1168.42;D0021
30292118;2000-11;1;21;ž;KZ;211021;NULL;0;1168.42;D0021
30292119;2000-11;2;29;ž;KZ;256030;NULL;0;1168.42;D0021
30292120;2000-11;2;39;m;KZ;256030;NULL;0;0.00;D0021
30292121;2000-11;2;32;ž;KZ;256030;NULL;0;125.19;D0021
30292122;2000-11;2;22;m;KZ;133010;NULL;0;1251.88;D0021
30292123;2000-11;1;22;m;KZ;211021;NULL;0;NULL;D0021
30292124;2000-11;1;29;m;KZ;217010;NULL;0;0.00;D0021
30292125;2000-10;1;30;m;KZ;152010;NULL;0;0.00;D0021
30292126;2000-11;2;51;;KZ;325010;NULL;0;0.00;D0021
30292127;2000-3;1;31;m;KZ;133021;NULL;0;0.00;D0021
30292128;2000-3;1;47;m;KZ;133021;NULL;0;NULL;D0021
30292129;2000-3;1;51;;KZ;143010;NULL;0;0.00;D0021
30292130;2000-3;2;28;m;KZ;256030;NULL;0;54.99;D0021
30292131;2000-3;2;25;ž;KZ;133021;NULL;0;54.99;D0021
30292132;2000-3;2;24;m;KZ;256030;NULL;0;54.99;D0021
30292133;2000-3;2;23;m;KZ;256030;NULL;0;54.99;D0021
30292134;2000-3;2;38;m;KZ;256030;NULL;0;292.10;D0021
30292135;2000-3;2;31;m;KZ;256030;NULL;0;0.00;D0021
30292136;2000-3;1;23;m;KZ;221010;NULL;0;1802.50;D0021
30292137;2000-3;2;48;m;KZ;256030;NULL;0;1802.50;D0003
30292138;2000-3;2;75;m;KZ;325010;NULL;0;1802.50;D0021
30292139;2000-3;2;25;m;KZ;256030;NULL;0;0.00;D0021
30292140;2000-3;2;23;m;KZ;256030;NULL;0;83.46;D0021
30292141;2000-3;2;21;m;KZ;256030;NULL;0;0.00;D0021
30292142;2000-3;2;26;m;KZ;256030;NULL;0;250.37;D0021
