Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
41057126;2018-9;1;64;m;KZ-1B;253010;6;0;NULL;D1460
41057148;2018-5;1;45;m;KZ-1B;135010;6;0;0.00;D0981
41057182;2018-9;1;56;m;KZ-1B;160010;6;0;NULL;D0003
41066224;2018-10;1;25;m;KZ-1B;205011;6;0;NULL;D0981
41066225;2018-10;1;49;m;KZ-1B;205011;6;0;NULL;D0981
41072780;2018-4;1;46;m;KZ-1B;211010;6;0;NULL;D1465
41072781;2018-4;1;46;m;KZ-1B;211010;6;0;NULL;D1465
41061965;2018-10;1;30;m;KZ-1B;220010;6;0;NULL;D0098
41058670;2018-10;1;41;m;KZ-1B;300010;6;0;500.00;D0003
41068049;2018-11;1;49;m;KZ-1B;283010;6;0;49.69;D0003
41068118;2018-11;1;33;m;KZ-1B;213010;6;0;NULL;D0003
41068282;2018-10;1;24;m;KZ-1B;300010;6;0;0.00;D0003
41068413;2018-11;1;28;ž;KZ-1B;204010;6;0;0.00;D0003
41063341;2018-10;1;39;ž;KZ-1B;122010;6;0;NULL;D0003
41063592;2018-10;1;24;m;KZ-1B;296021;6;0;NULL;D1465
41063818;2018-10;1;23;m;KZ-1B;208050;6;0;0.00;D0981
41063819;2018-10;1;24;m;KZ-1B;211010;6;0;100.00;D0981
41063820;2018-10;1;24;m;KZ-1B;211010;6;0;NULL;D0981
41063822;2018-7;1;23;m;KZ-1B;211010;6;0;0.00;D0981
41063823;2018-9;1;23;m;KZ-1B;211010;6;0;1000.00;D0981
41063824;2018-9;1;24;m;KZ-1B;211010;6;0;150.00;D0981
41063825;2018-9;1;24;m;KZ-1B;211010;6;0;NULL;D0981
41066216;2018-10;1;19;m;KZ-1B;173010;6;0;0.00;D0092
41066218;2018-10;1;49;m;KZ-1B;135010;6;0;0.00;D1465
41068729;2018-10;1;38;m;KZ-1B;205011;6;0;0.00;D0092
41068730;2018-10;1;38;m;KZ-1B;205011;6;0;NULL;D0098
41070530;2018-11;1;20;m;KZ-1B;122010;6;0;NULL;D0981
41070531;2018-11;1;27;m;KZ-1B;122010;6;0;200.00;D0981
41065552;2018-10;1;34;m;KZ-1B;211051;6;0;0.00;D1175
41065622;2018-10;1;43;m;KZ-1B;191021;6;0;0.00;D0003
41065705;2018-10;1;48;m;KZ-1B;211010;6;0;NULL;D0003
