ID,OE,Prisotnost
,ODT MB,182.25
,ODT MB,192
,ODT MB,200
,ODT MB,184
,ODT MB,0
,ODT MB,199
,ODT MB,216
,ODT MB,163
,ODT MB,221
,ODT MB,210
,ODT MB,202
,ODT MB,185.5
,ODT MB,179
,ODT MB,0
,ODT MB,213
,ODT MB,192
,ODT MB,205
,ODT MB,206.25
,ODT MB,213
,ODT MB,0
,ODT MB,204
,ODT MB,210.5
,ODT MB,68
,ODT MB,217
,ODT MB,210
,ODT MB,186
,ODT MB,206
