ID,OE,Prisotnost
,SDT,214
,SDT,16
,SDT,223
,SDT,217
,SDT,215
,SDT,207
,SDT,218
,SDT,215
,SDT,225
,SDT,210
,SDT,0
,SDT,220
,SDT,232
,SDT,212
,SDT,227
,SDT,189
,SDT,86
,SDT,231
,SDT,215
,SDT,214
,SDT,210
,SDT,218
,SDT,225
,SDT,221
,SDT,215
,SDT,218
,SDT,215
,SDT,210
,SDT,203
,SDT,219
,SDT,227
