Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
41008224;2017-12;1;NULL;m;KZ-SFRJ;146010;NULL;0;NULL;D0003
40965095;2017-12;1;NULL;m;KZ-SFRJ;145010;NULL;0;NULL;D0003
30250384;1991-8;2;30;m;KZ-SFRJ;142010;NULL;0;0.00;D1465
30227884;2005-10;2;32;m;KZ;127024;NULL;0;0.00;D1469
30227885;2005-10;2;32;m;KZ;127022;NULL;0;0.00;D1469
30227886;2005-10;2;32;m;KZ;310010;NULL;0;56826.91;D1469
30227887;2005-10;2;32;m;KZ;127024;NULL;0;56826.91;D1469
30227888;2005-10;2;36;m;KZ;127024;NULL;0;12059.76;D1469
30227889;2005-10;2;57;m;KZ;127024;NULL;0;NULL;D1469
30227890;2005-10;2;57;m;KZ;127024;NULL;0;NULL;D1469
30228861;2005-4;2;33;m;KZ;134010;NULL;0;4006.01;D0003
30227878;2005-10;2;18;m;KZ;127024;NULL;0;0.00;D1469
30227879;2005-10;2;18;m;KZ;310010;NULL;0;0.00;D1469
30227880;2005-10;2;23;m;KZ;127021;NULL;0;0.00;D1469
30227881;2005-10;2;23;m;KZ;310010;NULL;0;166.92;D1469
30221730;2008-3;2;42;m;KZ;196010;NULL;0;30.46;D5092
30222048;2008-2;2;22;m;KZ;311053;NULL;0;NULL;D0003
30222049;2008-2;2;36;m;KZ;311053;NULL;0;1120.00;D0003
30222050;2008-2;2;24;m;KZ;311053;NULL;0;0.00;D0003
30222051;2008-2;2;24;m;KZ;216010;NULL;0;0.00;D0003
30222052;2008-2;2;33;m;KZ;311053;NULL;0;532.00;D0003
30222053;2008-2;2;20;m;KZ;311053;NULL;0;532.00;D0003
30222054;2008-2;2;20;m;KZ;216010;NULL;0;272.05;D0003
30222055;2008-2;2;20;m;KZ;218010;NULL;0;0.00;D0003
30222056;2008-2;2;35;m;KZ;311053;NULL;0;NULL;D0003
30222057;2008-2;2;39;m;KZ;311053;NULL;0;133413.04;D0003
30223575;2007-5;2;30;m;KZ;240010;NULL;0;6650.00;D1465
30220045;2009-1;2;20;m;KZ;196010;NULL;0;0.00;D0003
30220046;2009-1;2;37;;KZ;196010;NULL;0;30.00;D0003
30220047;2009-1;2;36;;KZ;201010;NULL;0;NULL;D0003
30220048;2009-1;2;37;m;KZ;196010;NULL;0;NULL;D0003
30211482;2012-5;2;NULL;;KZ;240020;NULL;0;3.09;D0003
30219564;2009-3;2;36;m;KZ;254032;NULL;0;750.00;D0981
30219565;2009-3;2;23;m;KZ;254010;NULL;0;0.00;D0981
30219566;2009-3;2;18;m;KZ;254010;NULL;0;319.11;D0981
30219567;2009-3;2;27;m;KZ;254010;NULL;0;0.00;D0981
