ID,OE,Prisotnost
20177,ODT NM,207
82946627,ODT NM,115
21025,ODT NM,199
20897,ODT NM,166
83581125,ODT NM,203
21269,ODT NM,170
21131,ODT NM,203
20661,ODT NM,209
20431,ODT NM,191
20169,ODT NM,166
,,157
