ID številka poroèanega procesnega dejanja;Število dni od ovadbe do procesnega dejanja;Enolièna ID številka državnega tožilca;Enolièna ID številka kaznivega dejanja;Procesno dejanje;Podvojeni vnosi z ID poroèanega procesnega dejanja prve pojavitve
-----------------------------------------;-------------------------------------------;--------------------------------------;--------------------------------------;----------------;-----------------------------------------------------------------
16846589;116;20661;41161238;D0966;1
16212905;378;20177;41012052;D0003;1
16604851;69;21025;41152861;D0098;1
15975326;177;82946627;41045020;D0003;1
16434543;7;82946627;41153351;D3149;1
16926592;3872;20897;30019413;D0003;1
16478049;76;21025;41133726;D0966;1
16763291;22;20661;41182571;D0073;1
16209112;1078;20169;40787940;D1177;1
16806715;713;20897;40959919;D1469;1
16317094;115;21131;41102883;D1166;1
16676845;70;83581125;41183578;D0109;1
16877925;383;20177;41098159;D0003;1
16926393;3744;21131;30018829;D0003;1
16942189;2240;21131;40487051;D0003;1
16581928;198;83581125;41108537;D0003;1
16926731;3905;21269;30019632;D0003;1
16439556;1289;21269;40746550;D0003;1
16926816;3926;20857;30019753;D0003;1
16384509;447;20897;41010759;D1164;1
16550477;917;21131;40870971;D1469;1
16168837;44;21131;41127464;D0014;1
16769429;36;21269;41194159;D0014;1
16525230;2085;20767;40492210;D0020;1
16724573;NULL;20177;41129569;D1469;1
16677879;2300;20431;40442281;D1469;1
16422441;173;83581125;41099719;D0073;1
16662345;125;21269;41145210;D0003;1
16100103;70;21131;41119770;D0014;1
16495372;NULL;20177;41068689;D0003;1
16763227;2;20431;41190732;D0073;1
16415317;543;20661;40975621;D0003;1
16105892;114;20177;41075721;D8001;1
16686781;274;20169;41131192;D0966;1
16273037;1540;21269;40647445;D0098;1
15974690;87;20169;41072128;D0003;1
16681657;2614;20169;30210914;D5092;1
16349457;152;83581125;41094971;D0109;1
16356737;729;83338425;40941410;D0020;1
16260893;90;20431;41109972;D1460;1
16289557;59;20169;41106625;D0073;1
16036246;1673;21009;40575733;D0014;1
16453327;NULL;NULL;41159118;D3151;1
16152378;50;20661;41100522;D1165;1
16050751;167;82946627;41061016;D0003;1
16028920;78;20661;41084777;D0003;1
16261455;2189;20177;40420927;D1469;1
16629307;2288;21025;40438551;D0003;1
16366474;112;20431;41110853;D0074;1
16382533;347;20431;41034404;D0098;1
16532276;211;20169;41089808;D0073;1
16546553;1852;21009;40575655;D0020;1
16504418;0;20177;41165298;D1131;1
16855649;573;20177;41026532;D1469;1
16137482;3011;21131;30214837;D0003;1
16474265;977;20169;41161808;D0098;1
16429478;78;83581125;41128829;D0074;1
16688132;2304;20431;40442282;D0003;1
16226868;3633;21131;30219066;D0003;1
16021385;79;20431;41077107;D1166;1
16472516;384;20897;41038006;D0073;1
16303887;1833;20177;40552530;D0966;1
16291413;14;20177;41135753;D0098;1
16476854;NULL;20177;41157160;D1293;1
16795807;NULL;20177;41196259;D1279;1
16533892;12;20431;41163091;D1161;1
16792472;4;20897;41194374;D0003;1
16295803;112;20431;41100555;D0003;1
16069787;55;20177;41097437;D5092;1
15869141;28;21131;41094937;D0003;1
16643313;82;20897;41151403;D0074;1
15980110;101;21131;41110700;D0014;1
16722854;282;21131;41092706;D0962;1
16004720;48;20177;41091874;D0073;1
15954228;82;83581125;41072106;D0082;1
16182026;46;21025;41114041;D0098;1
16560767;636;21269;40965660;D1469;1
16444531;187;21025;41099349;D0073;1
16413496;113;20169;41106625;D5092;1
16883114;1145;20661;40964929;D5092;1
16514243;209;20177;41098151;D0003;1
16428605;180;20177;41066228;D0966;1
16435154;204;20661;41086288;D0003;1
16195605;3704;20897;30219546;D0003;1
16543449;1142;20955;40852234;D0020;1
16105918;356;20169;41001876;D0073;1
16201735;82;21269;41102133;D0966;1
16365714;336;20897;41118785;D0073;1
16069964;68;83581125;41116590;D0014;1
16588170;1136;20169;40821540;D0003;1
16357871;NULL;21269;41124495;D1472;1
16341000;120;20661;41105017;D5092;1
16746622;35;21269;41175602;D0098;1
16452667;115;83581125;41121519;D0109;1
16350263;32;21269;41133590;D0073;1
16475706;NULL;NULL;41142943;D1460;1
16682526;3200;20177;40673967;D0003;1
16493580;2095;20177;40489203;D0003;1
15976418;144;20177;41047665;D5268;1
16065711;79;21269;41088852;D0098;1
16933724;2448;21131;40415674;D0003;1
16687098;231;84818935;41109985;D5092;1
16694098;44;21269;41165646;D0082;1
16134966;554;20897;40936843;D1460;1
16162164;1988;20661;40481311;D1460;1
16880355;164;21025;41151527;D0003;1
16118858;1542;20661;40628842;D0003;1
16429170;113;84818935;41115921;D0073;1
16050629;1253;20897;41052366;D0003;1
16270750;1092;21225;40786807;D0021;1
16103691;138;21025;41068937;D0003;1
16009426;30;21131;41097657;D0003;1
16869290;1130;21025;40838235;D0003;1
16832375;1845;21269;40893308;D1469;1
16934510;2416;21131;40423528;D0003;1
16295928;931;20177;40862658;D0003;1
15851937;0;NULL;41092386;D1131;1
16656112;209;83581125;41119284;D1460;1
16105397;69;83581125;41116589;D0966;1
16934999;2401;21131;40428568;D0003;1
16541892;41;20169;41154040;D0074;1
16911825;3920;20897;40647842;D1175;1
16322593;624;21025;40941257;D5380;1
16074756;28;21165;41107951;D0021;1
15845217;NULL;20897;41011765;D1472;1
16143902;1639;20169;40628077;D0003;1
16004798;86;83581125;41076249;D1165;1
16320777;454;20897;40993856;D1469;1
16357987;43;21131;41131236;D0073;1
15853947;1;20169;41092857;D0082;1
16105384;63;83581125;41116592;D8001;1
16365675;154;21131;41092546;D1463;1
16213936;73;21025;41107461;D5092;1
16227686;93;20177;41102998;D8001;1
16085608;123;20431;41072256;D0003;1
15949906;52;20169;41088275;D0966;1
16926916;3982;20857;30019926;D0003;1
16363393;1347;20897;40719926;D0003;1
16501188;2;20897;41162676;D0003;1
16537528;16;82946627;41162138;D0073;1
15928552;624;21269;40938572;D5093;1
16626735;19;20661;41166849;D0082;1
16546553;1860;21009;40635874;D0020;1
16689723;252;21269;41101958;D5245;1
16766522;0;84818935;41193542;D0082;1
16403657;1128;82946627;40793727;D1469;1
16546553;1852;21009;40575703;D0020;1
16505257;NULL;20177;41089477;D0003;1
15990010;12;20177;41104554;D0098;1
16037779;1318;20177;40769679;D0003;1
16897032;168;20431;41158271;D5092;1
16876997;73;20897;41168235;D1165;1
16766366;279;21025;41100865;D0073;1
16947785;160;20661;41157703;D0098;1
16926995;3998;21131;30020069;D0003;1
16626287;122;84818935;41135665;D1460;1
15987277;NULL;21269;41159141;D1460;1
16561451;59;20169;41151372;D0966;1
15945898;76;83581125;41082156;D0109;1
16373664;NULL;21025;41150720;D1279;1
15997150;17;21131;41104274;D0003;1
16474265;977;20169;41161896;D0098;1
16369237;49;21131;41134177;D0098;1
16642076;267;82946627;41087164;D0073;1
16423643;NULL;21269;41156787;D1279;1
16875849;616;21025;41002271;D0073;1
16926422;3798;20897;30019013;D0003;1
16579892;325;20431;41063954;D0098;1
15898962;74;21269;41070534;D0098;1
16349442;223;20897;41085732;D1460;1
16875849;616;21025;41002283;D0073;1
16926719;3910;20161;30019613;D0003;1
16573280;80;84818935;41155629;D0073;1
15962837;21;20169;41092389;D5244;1
15963900;2350;21131;30210808;D1469;1
16592753;36;20897;41174815;D0098;1
16495123;1372;20177;40725741;D0003;1
16927174;4843;21131;30024009;D0003;1
16120453;94;20169;41086852;D0074;1
16618040;1;20897;41174453;D0003;1
16795107;30;20431;41182333;D0073;1
16126394;2342;20897;30210457;D0003;1
16036246;1673;21009;40575649;D0014;1
16857576;NULL;20177;40514281;D1472;1
16753586;NULL;NULL;41221902;D3151;1
16911825;3104;20897;40826573;D1175;1
15939325;21;82946627;41090072;D1313;1
15831590;352;21269;40972342;D1469;1
16675129;16;20897;41183407;D0098;1
16051338;94;20897;41099594;D0074;1
16606422;89;20431;41156035;D0966;1
16881897;367;20661;41083275;D0003;1
16514449;568;20431;40950163;D0074;1
16682526;4034;20177;30220637;D0003;1
16570311;42;20661;41162241;D0003;1
15939769;345;20897;40983704;D0003;1
16418109;584;82946627;40964190;D1460;1
15891886;423;21131;40975166;D0003;1
16535490;159;83581125;41116100;D8001;1
16261455;2189;20177;40499671;D1469;1
16506098;NULL;20993;41005431;D0020;1
16548575;102;21025;41136600;D0014;1
16859070;2164;21025;40506245;D0003;1
15948994;NULL;21269;41102008;D3151;1
16317707;118;21269;41102050;D0098;1
16926845;3919;20161;30019791;D0003;1
15862304;NULL;20897;40972549;D1472;1
16942511;2238;21131;40491309;D0003;1
16763291;22;20661;41182575;D0073;1
15881412;24;20177;41139178;D0014;1
15976757;503;20897;40936866;D1460;1
16100072;70;21131;41119773;D0014;1
16546553;1852;21009;40580150;D0020;1
16865355;3500;21131;30216610;D0003;1
16388905;1;21025;41152063;D1131;1
16361299;1347;20897;40719926;D1469;1
