Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
;2013-2;0;28;m;KZ-1;211021;NULL;0;NULL;D0003
;2013-3;1;33;m;KZ-1;205013;NULL;0;NULL;D0981
;2013-3;1;34;ž;KZ-1;205031;NULL;0;NULL;D0981
;2013-4;1;46;m;KZ-1;144021;NULL;0;.00;D0003
;2012-11;0;35;m;KZ-1;197021;6;0;.00;D5092
;2012-11;0;37;m;KZ-1;211010;NULL;0;.00;D0003
;2012-10;1;NULL;m;KZ-1;283010;NULL;0;NULL;D0003
;2013-1;0;40;ž;KZ-1;209010;NULL;0;NULL;D0981
;2013-1;0;55;m;KZ-1;143051;NULL;0;.00;D0003
;2012-5;1;31;m;KZ-1;258000;NULL;0;.00;D0003
;2012-7;0;27;m;KZ-1;266000;NULL;0;.00;D0003
;2012-7;0;48;m;KZ-1;266000;NULL;0;NULL;D0003
;2012-7;0;23;m;KZ-1;265021;NULL;0;.00;D0003
;2012-7;0;36;m;KZ-1;266000;NULL;0;.00;D0003
;2012-7;0;33;m;KZ-1;266000;NULL;0;.00;D0003
;2012-7;0;25;m;KZ-1;265021;NULL;0;.00;D0003
;2012-6;1;26;;KZ-1;133010;NULL;0;.00;D0003
;2012-6;1;26;;KZ-1;143010;NULL;0;NULL;D0003
;2012-6;1;26;;KZ-1;213010;NULL;0;NULL;D0003
;2012-6;1;25;m;KZ-1;133010;NULL;0;.00;D0003
;2012-6;1;25;m;KZ-1;143010;NULL;0;.00;D0003
;2012-6;1;25;m;KZ-1;213010;NULL;0;NULL;D0003
;2012-7;0;37;m;KZ-1;209010;NULL;0;.00;D0003
;2012-7;0;37;m;KZ-1;305010;NULL;0;.00;D0003
;2012-7;1;40;m;KZ-1;283010;NULL;0;.00;D1469
;2012-7;1;40;m;KZ-1;158010;NULL;0;NULL;D1469
;2012-7;1;40;m;KZ-1;159010;NULL;0;.00;D1469
;2013-5;2;29;;KZ-1;257030;NULL;0;NULL;D1469
;2012-9;0;39;m;KZ-1;257030;NULL;0;NULL;D0981
;2012-9;1;NULL;m;KZ-1;266000;NULL;0;NULL;D0003
;2012-9;1;NULL;m;KZ-1;266000;NULL;0;NULL;D0003
;2012-9;1;24;m;KZ-1;122010;NULL;0;NULL;D0003
;2012-9;1;39;m;KZ-1;122010;NULL;0;NULL;D0003
;2012-1;1;38;m;KZ-1;122010;NULL;0;.00;D0003
;2012-1;1;33;m;KZ-1;122010;NULL;0;.00;D0003
;2012-1;1;25;;KZ-1;135010;NULL;0;.00;D0003
;2012-1;1;34;m;KZ-1;122010;NULL;0;.00;D0003
;2012-1;1;33;m;KZ-1;122010;NULL;0;.00;D0003
;2012-4;7;40;m;KZ-1;173030;NULL;0;.00;D0003
;2012-5;1;39;m;KZ-1;123031;NULL;0;.00;D0003
;2012-4;0;38;m;KZ-1;257030;NULL;0;.00;D0003
;2012-5;0;32;m;KZ-1;141031;NULL;0;.00;D5306
;2011-10;0;27;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;27;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;28;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;28;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;28;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;28;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;28;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;29;m;KZ-1;211010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261030;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;261010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;50;m;KZ;265010;NULL;0;NULL;D0981
;2011-10;0;49;m;KZ;261030;NULL;0;.00;D0981
;2011-10;0;49;m;KZ;265010;NULL;0;.00;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;33;ž;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;35;ž;KZ-1;259010;NULL;0;.00;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;ž;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;34;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;33;ž;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;33;ž;KZ-1;259010;NULL;0;NULL;D0981
;2011-10;0;34;;KZ-1;257030;NULL;0;.00;D0981
;2011-10;0;34;;KZ-1;259010;NULL;0;NULL;D0981
;2011-7;1;42;m;KZ-1;296021;NULL;0;NULL;D0003
;2011-7;1;29;m;KZ-1;266000;6;0;.00;D0003
;2011-7;1;29;m;KZ-1;135010;6;0;.00;D0003
;2011-9;0;30;m;KZ-1;186010;6;0;.00;D0003
