ID številka poroèanega procesnega dejanja;Število dni od ovadbe do procesnega dejanja;Enolièna ID številka državnega tožilca;Enolièna ID številka kaznivega dejanja;Procesno dejanje;Podvojeni vnosi z ID poroèanega procesnega dejanja prve pojavitve
-----------------------------------------;-------------------------------------------;--------------------------------------;--------------------------------------;----------------;-----------------------------------------------------------------
14150561;118;;;D1552;1
14040901;146;;;D1552;1
13951975;252;;;D1552;1
14283098;3756;;;D0085;1
14266532;63;;;D0085;1
14283098;3756;;;D0085;1
14266532;63;;;D0085;1
14283098;3756;;;D0085;1
13652439;110;;;D0085;1
14244412;294;;;D0085;1
14349304;93;;;D0098;1
13726625;21;;;D0098;1
13638080;413;;;D0098;1
14138061;74;;;D0098;1
13470519;314;;;D0098;1
13654987;53;;;D0098;1
14342038;59;;;D0098;1
14138073;74;;;D0098;1
14391026;269;;;D0098;1
14433052;81;;;D0098;1
13652495;50;;;D0098;1
14138061;74;;;D0098;1
14349304;93;;;D0098;1
14307721;211;;;D0098;1
14150486;1351;;;D0098;1
13652547;45;;;D0098;1
14186056;1222;;;D0098;1
14254652;807;;;D0098;1
13497516;598;;;D0098;1
14272161;54;;;D0098;1
14342038;59;;;D0098;1
13661222;20;;;D0098;1
14257668;48;;;D0098;1
14138061;74;;;D0098;1
14137325;74;;;D0098;1
13638080;502;;;D0098;1
13908127;19;;;D0098;1
14017717;22;;;D0098;1
14000573;82;;;D0098;1
13677655;6;;;D0098;1
14433052;81;;;D0098;1
14349304;93;;;D0098;1
13563500;0;;;D0098;1
14138073;74;;;D0098;1
14076055;192;;;D0098;1
14075011;21;;;D0098;1
14138073;74;;;D0098;1
14329924;10;;;D0098;1
14349304;93;;;D0098;1
14433052;81;;;D0098;1
13596067;17;;;D0098;1
13808753;850;;;D0098;1
14307721;211;;;D0098;1
13747371;200;;;D0098;1
14115210;357;;;D0098;1
14075132;245;;;D0098;1
13618244;171;;;D0098;1
13619948;708;;;D0098;1
13497367;200;;;D0098;1
13806999;568;;;D0098;1
13497516;598;;;D0098;1
14000489;584;;;D0098;1
14015783;425;;;D0098;1
14307721;246;;;D0098;1
14109611;195;;;D0098;1
13835394;84;;;D0098;1
14307721;246;;;D0098;1
13993939;119;;;D0098;1
14308451;617;;;D0098;1
13638080;502;;;D0098;1
14349304;93;;;D0098;1
14431486;94;;;D0098;1
14349304;93;;;D0098;1
13497516;598;;;D0098;1
13700434;435;;;D0098;1
14256366;605;;;D0098;1
14253556;6;;;D0098;1
13839282;48;;;D0098;1
14349304;93;;;D0098;1
13952519;248;;;D0098;1
13907884;26;;;D0098;1
13794697;224;;;D0098;1
13756724;147;;;D0098;1
14220034;211;;;D0098;1
14433052;81;;;D0098;1
13617979;84;;;D0098;1
13613647;234;;;D0098;1
13638080;218;;;D0098;1
13981322;20;;;D0098;1
14349304;93;;;D0098;1
14015866;41;;;D0098;1
13974636;140;;;D0098;1
14042003;696;;;D0098;1
14000573;82;;;D0098;1
14433052;81;;;D0098;1
14419784;114;;;D0098;1
14294796;257;;;D0098;1
14138061;74;;;D0098;1
14310368;272;;;D0098;1
14413262;117;;;D0098;1
13794694;224;;;D0098;1
14349304;93;;;D0098;1
14221808;85;;;D0098;1
14254607;5;;;D0098;1
13661243;21;;;D0098;1
14137393;39;;;D0098;1
13769702;95;;;D0098;1
14044966;48;;;D0098;1
13908132;334;;;D0098;1
14137080;55;;;D0098;1
13569717;20;;;D0098;1
13955316;132;;;D0098;1
14154418;575;;;D0098;1
14186027;228;;;D0098;1
14186027;169;;;D0098;1
14307721;246;;;D0098;1
14211466;NULL;;;D0098;1
13995482;17;;;D0098;1
14391437;17;;;D0098;1
13565611;22;;;D0098;1
14154407;48;;;D0098;1
13974180;14;;;D0098;1
14154348;82;;;D0098;1
14308451;538;;;D0098;1
13652653;89;;;D0098;1
13652669;46;;;D0098;1
14000573;NULL;;;D0098;1
14307721;246;;;D0098;1
14015866;41;;;D0098;1
14000573;70;;;D0098;1
13515936;307;;;D0098;1
14433052;81;;;D0098;1
13856840;86;;;D0098;1
14440158;335;;;D0098;1
13529117;107;;;D0098;1
14419413;321;;;D0098;1
13584230;54;;;D0098;1
14307786;553;;;D0098;1
14349304;93;;;D0098;1
13553350;141;;;D0098;1
13710764;173;;;D0098;1
14349304;93;;;D0098;1
13794694;224;;;D0098;1
13713152;379;;;D0098;1
14390933;524;;;D0098;1
13911236;594;;;D0102;1
13714158;47;;;D5245;1
14424247;161;;;D5245;1
13712370;304;;;D5245;1
13711139;1511;;;D5245;1
14197476;18;;;D0968;1
