Enolièna ID številka kaznivega dejanja;Mesec in leto prejema ovadbe;Vrsta Ovaditelja;Starost storilca;Spol storilca M/Ž;Kazenski zakonik;Šifra kaznivega dejanja;Tip oškodovanc;Vrsta škode/koristi;Višina škode/koristi;Status kaznivega dejanja
--------------------------------------;----------------------------;----------------;----------------;-----------------;----------------;-----------------------;--------------;-------------------;--------------------;------------------------
;2017-8;1;33;m;KZ-1;122010;6;0;.00;D0073
;2017-9;1;45;ž;KZ-1;211010;6;0;300.00;D0073
;2017-9;1;61;m;KZ-1;211010;6;0;NULL;D0073
;2017-9;1;58;m;KZ-1;288010;6;0;.00;D0073
;2017-8;1;56;m;KZ-1;204010;6;0;NULL;D0073
;2017-9;1;36;m;KZ-1;196010;NULL;0;NULL;D0073
;2017-9;1;36;m;KZ-1;240010;6;0;.00;D0073
;2017-9;1;38;ž;KZ-1;288010;6;0;NULL;D0073
;2017-9;6;60;m;KZ-1;257030;6;0;NULL;D0073
;2017-9;1;47;ž;KZ-1;208010;6;0;300.00;D0073
;2017-9;1;20;m;KZ-1;122010;6;0;NULL;D0073
;0000-00;NULL;59;m;KZ-1;310010;6;0;NULL;D0073
;2017-9;1;40;ž;KZ-1;228010;6;0;.00;D0073
;2017-9;1;40;ž;KZ-1;208010;6;0;NULL;D0073
;2017-10;1;53;m;KZ-1B;209031;6;0;NULL;D0073
;2017-9;1;55;m;KZ-1;228010;6;0;150.00;D0073
;2017-9;1;53;ž;KZ-1;228010;6;0;200.00;D0073
;2017-9;1;NULL;;KZ-1;228010;6;0;NULL;D0073
;2017-10;1;17;m;KZ-1;208050;NULL;0;NULL;D0073
;2017-10;1;62;ž;KZ-1;257010;6;0;.00;D0073
;2017-10;1;60;ž;KZ-1;258000;6;0;.00;D0073
;2017-10;1;60;ž;KZ-1;159010;6;0;NULL;D0073
;2017-10;1;60;ž;KZ-1;160010;6;0;NULL;D0073
;2017-10;1;60;ž;KZ-1;161010;6;0;.00;D0073
;2017-10;1;60;ž;KZ-1;158010;6;0;NULL;D0073
;2017-10;1;47;ž;KZ-1;283010;6;0;1500.00;D0073
;0000-00;NULL;NULL;;KZ-1;196021;6;0;.00;D0073
;2017-10;1;59;m;KZ-1C;135010;6;0;NULL;D0073
;2017-11;7;51;m;KZ-1B;342010;6;0;NULL;D0073
;2017-11;1;31;m;KZ-1;191010;6;0;.00;D0073
;2017-11;1;25;m;KZ-1;191010;6;0;NULL;D0073
;2017-11;1;45;m;KZ-1C;135021;6;0;200.00;D0073
;2017-11;1;45;m;KZ-1C;135021;6;0;200.00;D0073
;2017-12;1;37;m;KZ-1;204021;6;0;150.00;D0073
;2017-12;1;37;m;KZ-1;204021;6;0;NULL;D0073
;2017-12;1;29;m;KZ-1;204021;6;0;.00;D0073
;2017-11;2;60;ž;KZ-1B;186010;6;0;NULL;D0073
;2017-11;1;65;m;KZ-1;191010;6;0;.00;D0073
;2017-10;1;51;ž;KZ-1;143010;6;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;252011;6;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;257010;NULL;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;258000;6;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;159010;6;0;.00;D0073
;2017-10;1;51;ž;KZ-1;160010;6;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;161010;6;0;NULL;D0073
;2017-10;1;51;ž;KZ-1;158010;6;0;316.23;D0073
;2017-12;1;37;m;KZ-1;211051;6;0;1000.00;D0073
;2017-12;1;44;m;KZ-1C;135010;6;0;NULL;D0073
;2017-7;1;31;m;KZ-1;199010;1;0;.00;D0073
;2017-7;1;31;m;KZ-1;211010;1;0;.00;D0073
;2017-7;1;31;m;KZ-1;202000;NULL;0;NULL;D0073
;2017-7;1;31;m;KZ-1;196010;6;0;NULL;D0073
;2017-7;1;NULL;;KZ-1;196021;6;0;NULL;D0073
;2017-12;7;57;m;KZ-1;342010;6;0;NULL;D0073
;2017-12;1;32;m;KZ-1;211051;6;0;NULL;D0073
;2017-12;7;29;ž;KZ-1;204021;6;0;NULL;D0073
;2017-12;1;45;m;KZ-1C;135021;6;0;NULL;D0073
;2017-12;1;45;m;KZ-1C;135021;6;0;NULL;D0073
;2017-12;7;74;m;KZ-1;251010;6;0;.00;D0073
;2017-12;7;69;m;KZ-1;211051;6;0;.00;D0073
;2017-12;7;78;m;KZ-1;211051;6;0;400.00;D0073
;2017-12;7;79;m;KZ-1;251010;NULL;0;NULL;D0073
;2017-12;7;70;m;KZ-1;251010;6;0;NULL;D0073
;2017-12;7;75;m;KZ-1;211051;6;0;20.00;D0073
;2017-12;1;26;m;KZ-1;141031;NULL;0;NULL;D0073
;2017-12;1;30;m;KZ-1;141031;NULL;0;NULL;D0073
;2017-12;1;20;m;KZ-1C;135010;6;0;NULL;D0073
;2017-12;1;52;m;KZ-1C;135010;6;0;NULL;D0073
;2017-12;1;44;m;KZ-1;342010;6;0;NULL;D0073
;0000-00;NULL;20;m;KZ-1;220010;6;0;957.13;D0073
;2017-12;0;17;m;KZ-1;204021;6;0;.00;D0073
;2017-12;0;17;m;KZ-1;204021;6;0;NULL;D0073
;2017-12;0;17;m;KZ-1;204021;6;0;NULL;D0073
;2017-12;0;17;m;KZ-1;204021;6;0;.00;D0073
;2017-1;1;29;m;KZ-1;191010;6;0;.00;D0073
;2017-3;1;44;m;KZ-1;228010;NULL;0;NULL;D0073
;2017-5;2;15;m;KZ-1;176030;6;0;.00;D0073
;2017-5;2;15;m;KZ-1;173041;6;0;.00;D0073
;2017-5;1;19;m;KZ-1;210010;NULL;0;NULL;D0073
;2017-5;1;22;m;KZ-1;210010;6;0;47.14;D0073
;2017-3;1;61;m;KZ-1;204010;6;0;NULL;D0073
;2017-3;1;48;m;KZ-1;204010;6;0;.00;D0073
;2017-6;1;23;m;KZ-1B;122010;6;0;NULL;D0073
;2017-6;1;58;m;KZ-1;310010;6;0;NULL;D0073
;2017-6;1;54;ž;KZ-1C;135010;6;0;.00;D0073
;2017-6;1;59;m;KZ-1C;135010;6;0;.00;D0073
;2017-6;1;54;ž;KZ-1C;135010;6;0;NULL;D0073
;2017-6;1;49;m;KZ-1C;135010;6;0;NULL;D0073
;0000-00;NULL;30;m;KZ-1;196021;6;0;NULL;D0073
;2017-7;1;41;m;KZ-1;191010;6;0;.00;D0073
;2017-8;1;39;m;KZ-1B;143010;6;0;NULL;D0073
;2017-8;7;39;m;KZ-1;192010;6;0;50.00;D0073
;2017-8;1;42;m;KZ-1C;135010;6;0;NULL;D0073
;2017-8;1;42;m;KZ-1C;135010;6;0;NULL;D0073
;2017-9;1;25;m;KZ-1B;170010;6;0;.00;D0073
;2017-9;1;49;m;KZ-1;211010;6;0;NULL;D0073
;2015-11;1;38;m;KZ-1;192010;6;0;.00;D0073
;2016-1;0;46;m;KZ-1;211010;6;0;.00;D0073
;2016-5;1;43;m;KZ-1;211031;NULL;0;NULL;D0073
;2016-5;1;51;m;KZ-1;228010;6;0;.00;D0073
;2016-5;1;43;m;KZ-1;211031;6;0;.00;D0073
;2016-6;1;25;m;KZ-1;217031;6;0;.00;D0073
;2016-9;1;59;m;KZ-1;251010;NULL;0;NULL;D0073
;2016-9;1;19;m;KZ-1;205011;NULL;0;NULL;D0082
;2016-9;1;20;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;18;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;20;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;23;m;KZ-1;205011;6;0;3944.31;D0082
;2016-9;1;18;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;20;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;20;m;KZ-1;205011;6;0;.00;D0082
;2016-9;1;19;m;KZ-1;205011;6;0;300.00;D0082
;2016-9;1;19;m;KZ-1;205011;6;0;300.00;D0082
;2016-9;1;18;m;KZ-1;205011;6;0;300.00;D0082
;2016-8;1;29;m;KZ-1;191010;NULL;0;NULL;D0082
;2016-7;1;32;m;KZ-1;191010;6;0;.00;D0082
;2016-7;1;33;m;KZ-1;191031;6;0;.00;D0082
;2016-10;1;35;m;KZ-1;213010;6;0;.00;D0082
;2016-11;1;49;m;KZ-1;228010;6;0;.00;D0082
;2017-8;7;38;m;KZ-1B;192010;6;0;NULL;D0082
;2017-8;7;38;m;KZ-1B;192010;6;0;NULL;D0082
;2017-8;7;38;m;KZ-1B;192010;NULL;0;NULL;D0082
;2017-8;1;34;m;KZ-1;299031;6;0;NULL;D0082
;2017-8;1;31;m;KZ-1;299031;6;0;300.00;D0082
;2017-2;1;38;m;KZ-1;220010;NULL;0;NULL;D0082
;2017-1;1;56;m;KZ-1;171010;6;0;NULL;D0082
;0000-00;NULL;36;m;KZ-1;240010;6;0;NULL;D0082
;0000-00;NULL;38;m;KZ-1;240010;6;0;NULL;D0082
;0000-00;NULL;39;m;KZ-1;240010;6;0;NULL;D0082
;0000-00;NULL;35;m;KZ-1;240010;NULL;0;NULL;D0082
;0000-00;NULL;35;m;KZ-1;240010;NULL;0;NULL;D0082
;2017-5;1;41;m;KZ-1;191010;6;0;NULL;D0082
;2017-5;1;33;m;KZ-1B;191010;6;0;NULL;D0082
;2017-6;1;38;m;KZ-1;206010;NULL;0;NULL;D0082
;2017-6;1;31;m;KZ-1;206010;NULL;0;NULL;D0082
;2017-6;1;33;m;KZ-1;206010;NULL;0;NULL;D0082
;2017-6;1;35;m;KZ-1;206010;NULL;0;NULL;D0082
;2017-4;1;33;m;KZ-1;186010;6;0;10.00;D0082
;2017-4;7;45;m;KZ-1;192020;6;0;.00;D0082
;2017-4;7;43;ž;KZ-1;192020;6;0;.00;D0082
;2017-1;1;32;m;KZ-1;122010;6;0;.00;D0082
;2017-1;1;32;m;KZ-1;314010;6;0;.00;D0082
;2017-1;1;35;m;KZ-1;211010;NULL;0;NULL;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;.00;D0082
;2017-2;1;27;m;KZ-1;191010;NULL;0;NULL;D0082
;2017-2;1;33;m;KZ-1;123010;6;0;150.00;D0082
;2017-1;1;57;m;KZ-1;171010;6;0;.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;3000.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;27;m;KZ-1;205011;6;0;100.00;D0082
;2017-1;1;23;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;500.00;D0082
;2017-1;1;19;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;23;m;KZ-1;205011;6;0;3000.00;D0082
;2017-1;1;22;m;KZ-1;205011;6;0;.00;D0082
;2017-1;1;23;m;KZ-1;205011;6;0;50.00;D0082
;2017-1;1;23;m;KZ-1;205011;6;0;.00;D0082
